stock_item_name,reason
"HSS TAP 3/16"" UNC SET TOTEM","no cell: UNF/UNC 3/16"" Standard"
"HSS TAP 3/8"" NPTF BOT TOTEM",thread NPTF not in this price list
HSS TAP 30 X 1 BOT TOTEM,no cell: Metric Coarse 30 X 1 Standard
HSS TAP 30 X 1 PAIR TOTEM,no cell: Metric Coarse 30 X 1 Standard
HSS TAP 30 X 3 BOT TOTEM,no cell: Metric Coarse 30 X 3 Standard
HSS TAP 30 X 3 PAIR TOTEM,no cell: Metric Coarse 30 X 3 Standard
HSS TAP 30 X 3 TPR TOTEM,no cell: Metric Coarse 30 X 3 Standard
HSS TAP 32 X 1.5 BOT TOTEM,no cell: Metric Coarse 32 X 1.5 Standard
HSS TAP 32 X 1.5 TPR TOTEM,no cell: Metric Coarse 32 X 1.5 Standard
HSS TAP 32 X 2 BOT TOTEM,no cell: Metric Coarse 32 X 2 Standard
HSS TAP 32 X 2 PAIR TOTEM,no cell: Metric Coarse 32 X 2 Standard
HSS TAP 34 X 1.5 BOT TOTEM,no cell: Metric Coarse 34 X 1.5 Standard
HSS TAP 34 X 1.5 PAIR TOTEM,no cell: Metric Coarse 34 X 1.5 Standard
HSS TAP 34 X 2  BOT TOTEM,no cell: Metric Coarse 34 X 2 Standard
HSS TAP 35 X 1.5 BOT TOTEM,no cell: Metric Coarse 35 X 1.5 Standard
HSS TAP 35 X 1.5 PAIR TOTEM,no cell: Metric Coarse 35 X 1.5 Standard
HSS TAP 35 X 1.5 TPR TOTEM,no cell: Metric Coarse 35 X 1.5 Standard
HSS TAP 36 X 2 BOT TOTEM,no cell: Metric Coarse 36 X 2 Standard
HSS TAP 36 X 2 PAIR TOTEM,no cell: Metric Coarse 36 X 2 Standard
HSS TAP 36 X 2 SEC TOTEM,no cell: Metric Coarse 36 X 2 Standard
HSS TAP 36 X 2 TPR TOTEM,no cell: Metric Coarse 36 X 2 Standard
HSS TAP 38 X 1.5 BOT TOTEM,no cell: Metric Coarse 38 X 1.5 Standard
HSS TAP 4 X .7 6G SPIREX GOLD TOTEM,"SPIREX: page 11 HSSE grid, not matched yet"
HSS TAP 4.5 X .5 BOT TOTEM,no cell: Metric Coarse 4.5 X 0.5 Standard
HSS TAP 4.5 X .5 PAIR TOTEM,no cell: Metric Coarse 4.5 X 0.5 Standard
HSS TAP 4.5 X .5 SET TOTEM,no cell: Metric Coarse 4.5 X 0.5 Standard
HSS TAP 4.5 X .6 SET TOTEM,no cell: Metric Coarse 4.5 X 0.6 Standard
HSS TAP 40 X 1.5 BOT TOTEM,no cell: Metric Coarse 40 X 1.5 Standard
HSS TAP 40 X 1.5 PAIR TOTEM,no cell: Metric Coarse 40 X 1.5 Standard
HSS TAP 40 X 1.5 TPR TOTEM,no cell: Metric Coarse 40 X 1.5 Standard
HSS TAP 40 X 3 BOT TIN TOTEM,no cell: Metric Coarse 40 X 3 Standard
HSS TAP 42 X 2 BOT TOTEM,no cell: Metric Coarse 42 X 2 Standard
HSS TAP 45 X 2 BOT TOTEM,no cell: Metric Coarse 45 X 2 Standard
"HSS TAP 5/8"" NPT PAIR TOTEM","no cell: NPT 5/8"" Standard"
HSS TAP 6 X .5 BOT TOTEM,no cell: Metric Coarse 6 X 0.5 Standard
HSS TAP 7 X .5 BOT TOTEM,no cell: Metric Coarse 7 X 0.5 Standard
HSS TAP 7 X .5 PAIR TOTEM,no cell: Metric Coarse 7 X 0.5 Standard
HSS TAP 7 X .75 BOT TOTEM,no cell: Metric Coarse 7 X 0.75 Standard
HSS TAP 7 X .75 PAIR TOTEM,no cell: Metric Coarse 7 X 0.75 Standard
HSS TAP 7 X .75 SET TOTEM,no cell: Metric Coarse 7 X 0.75 Standard
HSS TAP 7 X .75 TPR TOTEM,no cell: Metric Coarse 7 X 0.75 Standard
HSS TAP 8 X .75 BOT TOTEM,no cell: Metric Coarse 8 X 0.75 Standard
HSS TAP 8 X .75 PAIR TOTEM,no cell: Metric Coarse 8 X 0.75 Standard
HSS TAP 8 X .75 TPR TOTEM,no cell: Metric Coarse 8 X 0.75 Standard
HSS TAP 8 X 1.5 PAIR TOTEM,no cell: Metric Coarse 8 X 1.5 Standard
HSS TAP 9 X .75 BOT TOTEM,no cell: Metric Coarse 9 X 0.75 Standard
HSS-E DRILL 2 TOTEM,not a tap
HSS-E DRILL 6.5 TOTEM,not a tap
HSS-E LH TAP 30 X 2 6G OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E LH TAP 36 X 3 6G OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E LONG TAP 6 X 1 TYPE C XL TICN TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E NIB TAP 10 X 1.25 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 10 X 1.5 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 12 X 1.5 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 12 X 1.75 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 14 X 1.5 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 20 X 1.5 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 20 X 2.5 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 24 X 3 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 6 X 1 GH7A GOLD BS TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 6 X 1 GOLD TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 8 X 1.25 GH7A GOLD BS OAL 82 TOTEM,nib/die - not a tap grid
HSS-E NIB TAP 8 X 1.25 GOLD TOTEM,nib/die - not a tap grid
HSS-E PM TAP D371 4 X .7 S TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E PM TAP D371 4 X .7 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E PM TAP D376 12 X 1.75 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 10 X 1.5 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 12 X 1.25 O/G OAL 150 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 12 X 1.75 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 14 X 1.5 6G SDF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 3.5 X .6 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 4 X .7 SD1 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 4 X .7 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 5 X .8 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 6 X 1 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 8 X 1.25 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP D371 3 X .5 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP D371 6 X 1 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP D371 6 X 1 SD5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP D371 8 X 1.25 SD3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/2"" UNC HPT SPIREX HIGH HELIX TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/2"" UNC SB4 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/4"" UNC SB3 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/8"" NPTF SC4 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.25 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.25 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.25 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SA2 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SB2 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SBF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.25 SD5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.25 SPIREX TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.5 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.5 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SA2 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SBF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SPFL TIN TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 14 X 2 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 1.5 SPIREX TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 6G SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 D376 16 X 2 6G SA5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 18 X 1.5 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 18 X 1.5 SC4 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 20 X 2.5 7G SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 24 X 3 6G LHRH SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 27 X 3 6G LHRH SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 27 X 3 6G RHLH SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 3 X .5 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 3 X .5 SPIREX TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 3/8"" UNC SA3 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 30 X 2 6G OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 30 X 2 6G SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 30 X 3.5 SPFL SBS3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 36 X 3 6G LH SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 36 X 3 6G OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 36 X 3 6G RH SBF2 OAL 180 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SD1 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SF SET GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SPIREX TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SAF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SF SET GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNC SB3 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNF SA3 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNF SB3 TOTEM","HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 D371 6 X 1 SA5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SAF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SF SET GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SAF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SF SET GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SPFL GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SPIREX GOLD TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 10 X 1.5 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 4 X .7 SBS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 5 X .8 SAF3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 5 X .8 SB1 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 5 X .8 SB3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 6 X 1 6G SAF5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 6 X 1 6H SAF5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 6 X 1 SA3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 6 X 1 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 6 X 1 SC3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 8 X 1.25 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 8 X 1.25 SC3 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D371 8 X 1.25 SC4 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D374 10 X 1.25 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP D376 16 X 2 SAS5 TOTEM,"HSS-E: priced on p11/p12-28, not matched yet"
SOLID CARBIDE BALL NOSE 1.5 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 (2FL) #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 X 100 #188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 X 152 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 X 19 X 100 SH10 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 X 19 X 75 SH10 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 10 X 89 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 (2FL) #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 # 140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 #140 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 X 102 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 X 152 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 X 22 X 100 SH12 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 X 22 X 80 SH12 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 12 X 80 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 16 X 152 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 2 # 140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 2 X 60 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 2 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 2.5 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 20 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 3 (2FL) #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 3 # 140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 3 X 12 X 38 SH3 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 3 X 63 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 3 X 64 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 (2FL) #150 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 X 100 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 X 20 X 64 SH4 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 X 64 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 X 80 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 4 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 5 (2FL) #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 5 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 5 X 100 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 5 X 15 X 60 SH5 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 5 X 63 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 (2FL) #150 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 # 140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 #140 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 X 10 X 80 SH6 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 X 100 #188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 X 16 X 102 SH6 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 6 X 76 #125 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 (2FL) #150 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 #140 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 #140 XL TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 100 #188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 150 # 188 TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 16 X 60 SH8 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 16 X 80 SH8 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 20 X 102 SH8 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 80 P PLUS TOTEM,not a tap
SOLID CARBIDE BALL NOSE 8 X 83 #125 XL TOTEM,not a tap
SOLID CARBIDE DRILL 1 TOTEM,not a tap
SOLID CARBIDE DRILL 1.20 TOTEM,not a tap
SOLID CARBIDE DRILL 1.5 TOTEM,not a tap
SOLID CARBIDE DRILL 1.6 TOTEM,not a tap
SOLID CARBIDE DRILL 1.9 TOTEM,not a tap
SOLID CARBIDE DRILL 10 TOTEM,not a tap
SOLID CARBIDE DRILL 10.4 TOTEM,not a tap
SOLID CARBIDE DRILL 10.5 TOTEM,not a tap
SOLID CARBIDE DRILL 11.8 TOTEM,not a tap
SOLID CARBIDE DRILL 12 TOTEM,not a tap
SOLID CARBIDE DRILL 12.5 TOTEM,not a tap
SOLID CARBIDE DRILL 2 TOTEM,not a tap
SOLID CARBIDE DRILL 2.2 TOTEM,not a tap
SOLID CARBIDE DRILL 2.5 TOTEM,not a tap
SOLID CARBIDE DRILL 2.7 TOTEM,not a tap
SOLID CARBIDE DRILL 2.8 TOTEM,not a tap
SOLID CARBIDE DRILL 3.0 TOTEM,not a tap
SOLID CARBIDE DRILL 3.1 TOTEM,not a tap
SOLID CARBIDE DRILL 3.2 TOTEM,not a tap
SOLID CARBIDE DRILL 3.3 TOTEM,not a tap
SOLID CARBIDE DRILL 3.4 TOTEM,not a tap
SOLID CARBIDE DRILL 3.5 TOTEM,not a tap
SOLID CARBIDE DRILL 3.7 TOTEM,not a tap
SOLID CARBIDE DRILL 3.8 TOTEM,not a tap
SOLID CARBIDE DRILL 3.9 TOTEM,not a tap
SOLID CARBIDE DRILL 4 TOTEM,not a tap
SOLID CARBIDE DRILL 4.2 TOTEM,not a tap
SOLID CARBIDE DRILL 4.2 X 63 TOTEM,not a tap
SOLID CARBIDE DRILL 4.3 TOTEM,not a tap
SOLID CARBIDE DRILL 4.3 X 63 TOTEM,not a tap
SOLID CARBIDE DRILL 4.5 TOTEM,not a tap
SOLID CARBIDE DRILL 4.7 TOTEM,not a tap
SOLID CARBIDE DRILL 4.8 TOTEM,not a tap
SOLID CARBIDE DRILL 5 TOTEM,not a tap
SOLID CARBIDE DRILL 5.1 TOTEM,not a tap
SOLID CARBIDE DRILL 5.1 X 80 SH6 TOTEM,not a tap
SOLID CARBIDE DRILL 5.2 TOTEM,not a tap
SOLID CARBIDE DRILL 5.5 TOTEM,not a tap
SOLID CARBIDE DRILL 5.9 TOTEM,not a tap
SOLID CARBIDE DRILL 6 TOTEM,not a tap
SOLID CARBIDE DRILL 6.3 TOTEM,not a tap
SOLID CARBIDE DRILL 6.5 TOTEM,not a tap
SOLID CARBIDE DRILL 6.8 TOTEM,not a tap
SOLID CARBIDE DRILL 7 TOTEM,not a tap
SOLID CARBIDE DRILL 7.4 TOTEM,not a tap
SOLID CARBIDE DRILL 7.5 TOTEM,not a tap
SOLID CARBIDE DRILL 8 TOTEM,not a tap
SOLID CARBIDE DRILL 8.1 TOTEM,not a tap
SOLID CARBIDE DRILL 8.3 TOTEM,not a tap
SOLID CARBIDE DRILL 8.5 TOTEM,not a tap
SOLID CARBIDE DRILL 8.8 TOTEM,not a tap
SOLID CARBIDE DRILL 9 TOTEM,not a tap
SOLID CARBIDE ENDMILL 1 X 3 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 1 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 1.5 X 4 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 1.5 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 100 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 152 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 22 X 75 SH10 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 25 X 100 SH10 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 25 X 75 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 X 89 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 10 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 X 102 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 X 152 # 187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 X 22 X 76 SH10 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 X 30 X 102 SH12 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 X 30 X 75 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 12 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 14 X 30 X 76 SH14 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 14 X 45 X 100 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 # 111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 X 117 # 122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 X 152 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 X 32 X 100 SH16 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 X 45 X 100 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 16 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 2 (2FL) #121 TOTEM,not a tap
SOLID CARBIDE ENDMILL 2 X 5 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 2 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 2.5 X 7 X 50 EXP TOTEM,not a tap
