stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note,updated_at
HSS LONG TAP 10 X 1.5 TYPE C TOTEM,609.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,1.0,Metric Coarse,10.0 X 1.50,Standard,,review,invoice rate 918.00 != list 609.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 12 X 1 TYPE C TOTEM,1111.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.0,1.0,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,review,"invoice rate 1,419.00 != list 1,111.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 12 X 1.75 SC4 TOTEM,947.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 12 X 1.75 TYPE B TOTEM,947.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 1,534.00 != list 947.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 12 X 1.75 TYPE C TOTEM,947.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 1,297.00 != list 947.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 14 X 1.5 SC4 TOTEM,1381.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,14.0 X 1.50,Standard,,review,,2026-08-10T16:28:56.058382+00:00
HSS LONG TAP 14 X 1.5 TYPE C TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,14.0 X 1.50,Standard,,review,"invoice rate 1,756.00 != list 1,381.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 14 X 2 TYPE C TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,14.0 X 2.00,Standard,,review,"invoice rate 1,882.00 != list 1,378.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 14 X 2 TYPR C TOTEM,1378.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,14.0 X 2.00,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 16 X 1 TYPE C TOTEM,1426.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,1.0,Metric Coarse,16.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 16 X 1.5 TYPE C TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,16.0 X 1.50,Standard,,review,"invoice rate 1,756.00 != list 1,381.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 16 X 2 TYPE C TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,16.0 X 2.00,Standard,,review,"invoice rate 1,882.00 != list 1,378.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 18 X 1.5 TYPE C TOTEM,2367.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.0,1.0,Metric Coarse,18.0 X 1.50,Standard,,review,"invoice rate 2,955.00 != list 2,367.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 20 X 1.5 TYPE C TOTEM,2996.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2996.0,1.0,Metric Coarse,20.0 X 1.50,Standard,,review,"invoice rate 3,849.00 != list 2,996.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 20 X 2.5 TYPE C TOTEM,2652.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.0,1.0,Metric Coarse,20.0 X 2.50,Standard,,review,"invoice rate 3,396.00 != list 2,652.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 22 X 1.5 TYPE C TOTEM,3264.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3264.0,1.0,Metric Coarse,22.0 X 1.50,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 22 X 2.5 TYPE C TOTEM,2843.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2843.0,1.0,Metric Coarse,22.0 X 2.50,Standard,,review,"invoice rate 3,799.00 != list 2,843.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 24 X 1.5 TYPE C TOTEM,3573.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.0,1.0,Metric Coarse,24.0 X 1.50,Standard,,review,"invoice rate 4,458.00 != list 3,573.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 24 X 3 TYPE C TOTEM,3167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.0,1.0,Metric Coarse,24.0 X 3.00,Standard,,review,"invoice rate 4,123.00 != list 3,167.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 27 X 3 TYPE C TOTEM,4795.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.0,1.0,Metric Coarse,27.0 X 3.00,Standard,,review,"invoice rate 5,929.00 != list 4,795.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 3 X .5 TYPE C TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,review,invoice rate 859.00 != list 390.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 3.5 X .6 TYPE C TOTEM,390.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.5 X 0.60,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 30 X 1.5 TYPE C TOTEM,6002.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.0,1.0,Metric Coarse,30.0 X 1.50/2.00,Standard,,review,"invoice rate 7,878.00 != list 6,002.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 30 X 3.5 TYPE C TOTEM,5360.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.0,1.0,Metric Coarse,30.0 X 3.50,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 36 X 1.5 TYPE C TOTEM,10167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.0,1.0,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,review,"invoice rate 13,114.00 != list 10,167.00",2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 4 X .7 TYPE C TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,4.0 X 0.70,Standard,,review,invoice rate 859.00 != list 390.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 5 X .8 TYPE C GOLD TOTEM,510.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.0,1.0,Metric Coarse,5.0 X 0.80,STD GOLD,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 5 X .8 TYPE C TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,5.0 X 0.80,Standard,,review,invoice rate 616.00 != list 419.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 6 X .75 TYPE C TOTEM,570.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.0,1.0,Metric Coarse,6.0 X 0.75,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 6 X 1 6G TYPE C GOLD TOTEM,510.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.0,1.0,Metric Coarse,6.0 X 1.00,STD GOLD,,review,invoice rate 346.00 != list 510.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 6 X 1 SC4 TOTEM,419.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,6.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 6 X 1 TYPE B TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 806.00 != list 419.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 6 X 1 TYPE C GOLD TOTEM,510.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.0,1.0,Metric Coarse,6.0 X 1.00,STD GOLD,,review,,2026-08-10T16:28:56.058382+00:00
HSS LONG TAP 6 X 1 TYPE C TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 662.00 != list 419.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 7 X 1 TYPE C TOTEM,535.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,535.0,1.0,Metric Coarse,7.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 8 X 1 TYPE C TOTEM,597.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.0,1.0,Metric Coarse,8.0 X 1.00,Standard,,review,invoice rate 791.00 != list 597.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 8 X 1.25 SC4 TOTEM,504.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.0,1.0,Metric Coarse,8.0 X 1.25,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 8 X 1.25 TYPE B TOTEM,504.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.0,1.0,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 878.00 != list 504.00,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 8 X 1.25 TYPE C GOLD TOTEM,575.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.0,1.0,Metric Coarse,8.0 X 1.25,STD GOLD,,review,,2026-08-10T11:02:25.556889+00:00
HSS LONG TAP 8 X 1.25 TYPE C TOTEM,504.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.0,1.0,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 718.00 != list 504.00,2026-08-10T11:02:25.556889+00:00
HSS TAP  6 X 1 6G BOT TOTEM,419.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,6.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS TAP 0 BA BOT TOTEM,507.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,507.0,1.0,BA,0,Standard,,review,,2026-08-10T16:28:56.058382+00:00
HSS TAP 1 BA BOT TOTEM,507.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,507.0,1.0,BA,1,Standard,,verified,,2026-08-10T11:02:25.556889+00:00
HSS TAP 1 BA SPIREX GOLD TOTEM,507.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,507.0,1.0,BA,1,Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSP BOT TOTEM",9833.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9833.0,1.0,BSP,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSP PAIR TOTEM",19666.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9833.0,2.0,BSP,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSP TPR TOTEM",9833.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9833.0,1.0,BSP,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSPT BOT TOTEM",12303.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12303.0,1.0,BSPT,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSPT GOLD TOTEM",13890.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,8,13890.0,1.0,BSPT,"1.1/2""",STD GOLD,,review,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1-1/2"" BSPT PAIR TOTEM",24606.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12303.0,2.0,BSPT,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSW BOT TOTEM",9089.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,BSW/BSF,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSW SEC TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,BSW/BSF,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSW SET TOTEM",27267.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,3.0,BSW/BSF,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" BSW TPR TOTEM",9089.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,BSW/BSF,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" NPT BOT TOTEM",12760.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12760.0,1.0,NPT,"1.1/2""",Standard,,verified,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1-1/2"" NPT PAIR TOTEM",25520.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12760.0,2.0,NPT,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" NPT TPR TOTEM",12760.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12760.0,1.0,NPT,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNC BOT TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,verified,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1-1/2"" UNC SBF2 LHRH OAL 180 TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,review,"invoice rate 14,350.00 != list 9,089.00",2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNC SBF2 RHLH OAL 180 TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,review,"invoice rate 13,020.00 != list 9,089.00",2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNC SEC TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNC SET TOTEM",27267.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,3.0,UNF/UNC,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNC TPR TOTEM",9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/2"" UNF BOT TOTEM",9089.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,9089.0,1.0,UNF/UNC,"1.1/2""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSP BOT TOTEM",7884.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7884.0,1.0,BSP,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSP PAIR TOTEM",15768.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7884.0,2.0,BSP,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSP TPR TOTEM",7884.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7884.0,1.0,BSP,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSW BOT TOTEM",5865.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,BSW/BSF,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSW SEC TOTEM",5865.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,BSW/BSF,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSW SET TOTEM",17595.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,3.0,BSW/BSF,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" BSW TPR TOTEM",5865.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,BSW/BSF,"1.1/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" NPT BOT TOTEM",10287.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,10287.0,1.0,NPT,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" NPT PAIR TOTEM",20574.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,10287.0,2.0,NPT,"1.1/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" NPT TPR TOTEM",10287.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,10287.0,1.0,NPT,"1.1/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" UNC BOT TOTEM",5865.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,UNF/UNC,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" UNC SEC TOTEM",5865.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,UNF/UNC,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" UNC SET TOTEM",17595.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,3.0,UNF/UNC,"1.1/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" UNC TPR TOTEM",5865.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,UNF/UNC,"1.1/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/4"" UNF BOT TOTEM",5865.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.0,1.0,UNF/UNC,"1.1/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/8"" BSW BOT TOTEM",4866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.0,1.0,BSW/BSF,"1.1/8""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/8"" BSW SET TOTEM",14598.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.0,3.0,BSW/BSF,"1.1/8""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/8"" UNC BOT TOTEM",4866.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.0,1.0,UNF/UNC,"1.1/8""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/8"" UNC SEC TOTEM",4866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.0,1.0,UNF/UNC,"1.1/8""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-1/8"" UNC TPR TOTEM",4866.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.0,1.0,UNF/UNC,"1.1/8""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
HSS TAP 1-3/4 UNC BOT TOTEM,12861.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,1.0,UNF/UNC,"1.3/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-3/4"" BSW BOT TOTEM",12861.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,1.0,BSW/BSF,"1.3/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-3/4"" BSW SET TOTEM",38583.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,3.0,BSW/BSF,"1.3/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-3/4"" BSW TPR TOTEM",12861.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,1.0,BSW/BSF,"1.3/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-3/4"" UNC TPR TOTEM",12861.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,1.0,UNF/UNC,"1.3/4""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1-3/4"" UNF BOT TOTEM",12861.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,12861.0,1.0,UNF/UNC,"1.3/4""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
HSS TAP 1-3/8 BSW SET TOTEM,22689.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7563.0,3.0,BSW/BSF,"1.3/8""",Standard,,review,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1-3/8"" UNC SET TOTEM",22689.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7563.0,3.0,UNF/UNC,"1.3/8""",Standard,,review,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1-5/8"" UNF BOT TOTEM",10659.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,10659.0,1.0,UNF/UNC,"1.5/8""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
HSS TAP 1.4 X .35 BOT TOTEM,897.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,897.0,1.0,Metric Coarse,1.4 X 0.35,Standard,,verified,,2026-08-10T11:02:25.556889+00:00
