page_no,series,standard,thread_form,size,size_system,pitch_or_tpi,grade,edp_code,price_per_piece,moq_flag,source_note
25,TOTEM Silver Cut,IS 6175,metric,-,inch,-,SAS3 (TIN),FAB0205497,6966,,
26,TOTEM Silver Cut,,mixed,M3,metric,0.5,SBS5 PM (TICN),FAB0205539,1199,,
26,TOTEM Silver Cut,,mixed,M3,metric,0.5,SBS5 PM (TICN),FAB0205457,1165,,
26,TOTEM Silver Cut,DIN 371,mixed,DIN,inch,371,SBS5 PM (TICN),FAB0205540,1272,,
26,TOTEM Silver Cut,DIN 371,mixed,ISO,inch,Part,SBS5 PM (TICN),FAB0205458,1238,,
26,TOTEM Silver Cut,DIN 371,mixed,M5,metric,0.8,SBS5 PM (TICN),FAB0205541,1430,,
26,TOTEM Silver Cut,DIN 371,mixed,M5,metric,0.8,SBS5 PM (TICN),FAB0205459,1391,,
26,TOTEM Silver Cut,DIN 371,mixed,M6,metric,1,SBS5 PM (TICN),FAB0205542,1430,,
26,TOTEM Silver Cut,DIN 371,mixed,M6,metric,1,SBS5 PM (TICN),FAB0205460,1391,,
26,TOTEM Silver Cut,DIN 371,mixed,M8,metric,1.25,SBS5 PM (TICN),FAB0205543,1833,,
26,TOTEM Silver Cut,DIN 371,mixed,M8,metric,1.25,SBS5 PM (TICN),FAB0205461,1793,,
26,TOTEM Silver Cut,DIN 371,mixed,M10,metric,1.5,SBS5 PM (TICN),FAB0205544,2527,,
26,TOTEM Silver Cut,DIN 371,mixed,M10,metric,1.5,SBS5 PM (TICN),FAB0205462,2476,,
26,TOTEM Silver Cut,DIN 376,mixed,M12,metric,1.75,SBS5 PM (TICN),FAB0205545,4778,,
26,TOTEM Silver Cut,DIN 376,mixed,M12,metric,1.75,SBS5 PM (TICN),FAB0205463,3754,,
26,TOTEM Silver Cut,DIN 376,mixed,M14,metric,2,SBS5 PM (TICN),FAB0205546,6423,,
26,TOTEM Silver Cut,DIN 376,mixed,M14,metric,2,SBS5 PM (TICN),FAB0205464,5011,,
26,TOTEM Silver Cut,DIN 376,mixed,M16,metric,2,SBS5 PM (TICN),FAB0205547,6930,,
26,TOTEM Silver Cut,DIN 376,mixed,M16,metric,2,SBS5 PM (TICN),FAB0205465,5518,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SAS3 (TIN),FAB0205308,1020,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SAS5 (TICN),FAB0205317,1129,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SBS5 (TICN),FAB0205549,1175,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/16""",inch,18,SAS3 (TIN),FAB0205309,1169,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/16""",inch,18,SAS5 (TICN),FAB0205318,1293,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/16""",inch,18,SBS5 (TICN),FAB0205550,1338,,
26,TOTEM Silver Cut,DIN 371,mixed,"3/8""",inch,16,SAS3 (TIN),FAB0205310,1419,,
26,TOTEM Silver Cut,DIN 371,mixed,"3/8""",inch,16,SAS5 (TICN),FAB0205319,1571,,
26,TOTEM Silver Cut,DIN 371,mixed,"3/8""",inch,16,SBS5 (TICN),FAB0205551,1661,,
26,TOTEM Silver Cut,DIN 371,mixed,"7/16""",inch,14,SAS3 (TIN),FAB0205311,1895,,
26,TOTEM Silver Cut,DIN 371,mixed,"7/16""",inch,14,SAS5 (TICN),FAB0205320,2004,,
26,TOTEM Silver Cut,DIN 371,mixed,"7/16""",inch,14,SBS5 (TICN),FAB0205552,2217,,
26,TOTEM Silver Cut,DIN 371,mixed,"1/2""",inch,13,SAS3 (TIN),FAB0205312,2343,,
26,TOTEM Silver Cut,DIN 371,mixed,"1/2""",inch,13,SAS5 (TICN),FAB0205321,2475,,
26,TOTEM Silver Cut,DIN 371,mixed,"1/2""",inch,13,SBS5 (TICN),FAB0205553,2748,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/8""",inch,11,SAS3 (TIN),FAB0205313,3176,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/8""",inch,11,SAS5 (TICN),FAB0205322,3361,,
26,TOTEM Silver Cut,DIN 371,mixed,"5/8""",inch,11,SBS5 (TICN),FAB0205554,3615,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/4""",inch,10,SAS3 (TIN),FAB0205314,4587,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/4""",inch,10,SAS5 (TICN),FAB0205323,4854,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/4""",inch,10,SBS5 (TICN),FAB0205555,5300,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/8""",inch,9,SAS3 (TIN),FAB0205315,6122,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/8""",inch,9,SAS5 (TICN),FAB0205324,6268,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/8""",inch,9,SBS5 (TICN),FAB0205556,6981,,
26,TOTEM Silver Cut,DIN 376,mixed,"1""",inch,8,SAS3 (TIN),FAB0205316,7560,,
26,TOTEM Silver Cut,DIN 376,mixed,"1""",inch,8,SAS5 (TICN),FAB0205325,7682,,
26,TOTEM Silver Cut,DIN 376,mixed,"1""",inch,8,SBS5 (TICN),FAB0205557,8470,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SAS3 (TIN),FAB0205335,1020,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SAS5 (TICN),FAB0205344,1129,,
26,TOTEM Silver Cut,DIN 376,mixed,"1/4""",inch,20,SBS5 (TICN),FAB0205567,1048,,
26,TOTEM Silver Cut,DIN 376,mixed,"5/16""",inch,18,SAS3 (TIN),FAB0205336,1169,,
26,TOTEM Silver Cut,DIN 376,mixed,"5/16""",inch,18,SAS5 (TICN),FAB0205345,1293,,
26,TOTEM Silver Cut,DIN 376,mixed,"5/16""",inch,18,SBS5 (TICN),FAB0205568,1338,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/8""",inch,16,SAS3 (TIN),FAB0205337,1419,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/8""",inch,16,SAS5 (TICN),FAB0205346,1571,,
26,TOTEM Silver Cut,DIN 376,mixed,"3/8""",inch,16,SBS5 (TICN),FAB0205569,1661,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/16""",inch,14,SAS3 (TIN),FAB0205338,1814,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/16""",inch,14,SAS5 (TICN),FAB0205347,2004,,
26,TOTEM Silver Cut,DIN 376,mixed,"7/16""",inch,14,SBS5 (TICN),FAB0205570,2130,,
26,TOTEM Silver Cut,DIN 374,mixed,"1/2""",inch,13,SAS3 (TIN),FAB0205339,2241,,
26,TOTEM Silver Cut,DIN 374,mixed,"1/2""",inch,13,SAS5 (TICN),FAB0205348,2475,,
26,TOTEM Silver Cut,DIN 374,mixed,"1/2""",inch,13,SBS5 (TICN),FAB0205571,2643,,
26,TOTEM Silver Cut,DIN 374,mixed,"5/8""",inch,11,SAS3 (TIN),FAB0205340,3038,,
26,TOTEM Silver Cut,DIN 374,mixed,"5/8""",inch,11,SAS5 (TICN),FAB0205349,3361,,
26,TOTEM Silver Cut,DIN 374,mixed,"5/8""",inch,11,SBS5 (TICN),FAB0205572,3471,,
26,TOTEM Silver Cut,DIN 374,mixed,"3/4""",inch,10,SAS3 (TIN),FAB0205341,4387,,
26,TOTEM Silver Cut,DIN 374,mixed,"3/4""",inch,10,SAS5 (TICN),FAB0205350,4854,,
26,TOTEM Silver Cut,DIN 374,mixed,"3/4""",inch,10,SBS5 (TICN),FAB0205573,5093,,
26,TOTEM Silver Cut,DIN 374,mixed,"7/8""",inch,14,SAS3 (TIN),FAB0205342,5917,,
26,TOTEM Silver Cut,DIN 374,mixed,"7/8""",inch,14,SAS5 (TICN),FAB0205351,6268,,
26,TOTEM Silver Cut,DIN 374,mixed,"7/8""",inch,14,SBS5 (TICN),FAB0205574,6981,,
26,TOTEM Silver Cut,DIN 374,mixed,"1""",inch,12,SAS3 (TIN),FAB0205343,7308,,
26,TOTEM Silver Cut,DIN 374,mixed,"1""",inch,12,SAS5 (TICN),FAB0205352,7682,,
26,TOTEM Silver Cut,DIN 374,mixed,"1""",inch,12,SBS5 (TICN),FAB0205575,8470,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SAS3 (TIN),FAB0205217,926,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SAS5 (TICN),FAB0205224,1026,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SBS5 (TICN),FAB0205507,960,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SAS3 (TIN),FAB0205218,1063,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SAS5 (TICN),FAB0205225,1174,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SBS5 (TICN),FAB0205508,1229,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SAS3 (TIN),FAB0205219,1288,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SAS5 (TICN),FAB0205226,1427,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SBS5 (TICN),FAB0205509,1526,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SAS3 (TIN),FAB0205220,1649,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SAS5 (TICN),FAB0205227,1824,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SBS5 (TICN),FAB0205510,1958,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SAS3 (TIN),FAB0205221,2036,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SAS5 (TICN),FAB0205228,2252,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SBS5 (TICN),FAB0205511,2429,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SAS3 (TIN),FAB0205222,2762,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SAS5 (TICN),FAB0205229,3057,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SBS5 (TICN),FAB0205512,3182,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SAS3 (TIN),FAB0205223,3990,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SAS5 (TICN),FAB0205230,4413,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SBS5 (TICN),FAB0205513,4674,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,9,SAS3 (TIN),FAB0206651,5717,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,9,SAS5 (TICN),FAB0206652,6064,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,9,SBS5 (TICN),FAB0205715,6585,,
27,TOTEM Silver Cut,,mixed,"1""",inch,8,SAS3 (TIN),FAB0206656,7055,,
27,TOTEM Silver Cut,,mixed,"1""",inch,8,SAS5 (TICN),FAB0206657,7425,,
27,TOTEM Silver Cut,,mixed,"1""",inch,8,SBS5 (TICN),FAB0206658,7973,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SAS3 (TIN),FAB0205259,926,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SAS5 (TICN),FAB0205266,1026,,
27,TOTEM Silver Cut,,mixed,"1/4""",inch,28,SBS5 (TICN),FAB0205521,960,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SAS3 (TIN),FAB0205260,1063,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SAS5 (TICN),FAB0205267,1174,,
27,TOTEM Silver Cut,,mixed,"5/16""",inch,24,SBS5 (TICN),FAB0205522,1229,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SAS3 (TIN),FAB0205261,1288,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SAS5 (TICN),FAB0205268,1427,,
27,TOTEM Silver Cut,,mixed,"3/8""",inch,24,SBS5 (TICN),FAB0205523,1526,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SAS3 (TIN),FAB0205262,1649,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SAS5 (TICN),FAB0205269,1824,,
27,TOTEM Silver Cut,,mixed,"7/16""",inch,20,SBS5 (TICN),FAB0205524,1958,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SAS3 (TIN),FAB0205263,2036,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SAS5 (TICN),FAB0205270,2252,,
27,TOTEM Silver Cut,,mixed,"1/2""",inch,20,SBS5 (TICN),FAB0205525,2429,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SAS3 (TIN),FAB0205264,2762,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SAS5 (TICN),FAB0205271,3057,,
27,TOTEM Silver Cut,,mixed,"5/8""",inch,18,SBS5 (TICN),FAB0205526,3182,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SAS3 (TIN),FAB0205265,3990,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SAS5 (TICN),FAB0205272,4413,,
27,TOTEM Silver Cut,,mixed,"3/4""",inch,16,SBS5 (TICN),FAB0205527,4674,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,14,SAS3 (TIN),FAB0206653,5717,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,14,SAS5 (TICN),FAB0206654,6064,,
27,TOTEM Silver Cut,,mixed,"7/8""",inch,14,SBS5 (TICN),FAB0206655,6585,,
27,TOTEM Silver Cut,,mixed,"1""",inch,12,SAS3 (TIN),FAB0206659,7055,,
27,TOTEM Silver Cut,,mixed,"1""",inch,12,SAS5 (TICN),FAB0206660,7425,,
27,TOTEM Silver Cut,,mixed,"1""",inch,12,SBS5 (TICN),FAB0206661,7973,,
27,TOTEM Silver Cut,,mixed,M4,metric,0.7,SA1 (BRIGHT),FAB0200818,1286,,
27,TOTEM Silver Cut,,mixed,M4,metric,0.7,SA3 (TIN),FAB0200820,1635,,
27,TOTEM Silver Cut,,mixed,M4,metric,0.7,SB1 (BRIGHT),FAB0203270,1506,,
27,TOTEM Silver Cut,,mixed,M4,metric,0.7,SB3 (TIN),FAB0203274,1806,,
27,TOTEM Silver Cut,,mixed,M4,metric,0.7,SC4 (TIALN),FAB0203280,1472,,
27,TOTEM Silver Cut,,mixed,M5,metric,0.8,SA1 (BRIGHT),FAB0200822,949,,
27,TOTEM Silver Cut,,mixed,M5,metric,0.8,SA3 (TIN),FAB0200824,1213,,
27,TOTEM Silver Cut,,mixed,M5,metric,0.8,SB1 (BRIGHT),FAB0200825,1081,,
27,TOTEM Silver Cut,,mixed,M5,metric,0.8,SB3 (TIN),FAB0200827,1295,,
27,TOTEM Silver Cut,,mixed,M5,metric,0.8,SC4 (TIALN),FAB0203281,1100,,
27,TOTEM Silver Cut,,mixed,M6,metric,1,SA1 (BRIGHT),FAB0200832,1124,,
27,TOTEM Silver Cut,,mixed,M6,metric,1,SA3 (TIN),FAB0200834,1295,,
27,TOTEM Silver Cut,,mixed,M6,metric,1,SB1 (BRIGHT),FAB0200836,1294,,
27,TOTEM Silver Cut,,mixed,M6,metric,1,SB3 (TIN),FAB0200838,1489,,
27,TOTEM Silver Cut,,mixed,M6,metric,1,SC4 (TIALN),FAB0200831,1174,,
27,TOTEM Silver Cut,,mixed,M8,metric,1.25,SA1 (BRIGHT),FAB0200843,1186,,
27,TOTEM Silver Cut,,mixed,M8,metric,1.25,SA3 (TIN),FAB0200845,1364,,
27,TOTEM Silver Cut,,mixed,M8,metric,1.25,SB1 (BRIGHT),FAB0200846,1361,,
27,TOTEM Silver Cut,,mixed,M8,metric,1.25,SB3 (TIN),FAB0200848,1558,,
27,TOTEM Silver Cut,,mixed,M8,metric,1.25,SC4 (TIALN),FAB0200842,1232,,
27,TOTEM Silver Cut,IS 6175,mixed,M10,metric,1.5,SA1 (BRIGHT),FAB0200854,1469,,
27,TOTEM Silver Cut,IS 6175,mixed,M10,metric,1.5,SA3 (TIN),FAB0200856,1689,,
27,TOTEM Silver Cut,IS 6175,mixed,M10,metric,1.5,SB1 (BRIGHT),FAB0200857,1704,,
27,TOTEM Silver Cut,IS 6175,mixed,M10,metric,1.5,SB3 (TIN),FAB0200859,1928,,
27,TOTEM Silver Cut,IS 6175,mixed,M10,metric,1.5,SC4 (TIALN),FAB0200853,1526,,
27,TOTEM Silver Cut,IS 6175,mixed,LONG,inch,M12,SA1 (BRIGHT),FAB0200876,2060,,
27,TOTEM Silver Cut,IS 6175,mixed,LONG,inch,M12,SA3 (TIN),FAB0200878,2371,,
27,TOTEM Silver Cut,IS 6175,mixed,LONG,inch,M12,SB1 (BRIGHT),FAB0200879,2357,,
27,TOTEM Silver Cut,IS 6175,mixed,LONG,inch,M12,SB3 (TIN),FAB0200881,2712,,
27,TOTEM Silver Cut,IS 6175,mixed,LONG,inch,M12,SC4 (TIALN),FAB0200875,2145,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,2,SA1 (BRIGHT),FAB0203264,2780,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,2,SA3 (TIN),FAB0203267,3198,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,2,SB1 (BRIGHT),FAB0203271,3187,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,2,SB3 (TIN),FAB0203275,3660,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,2,SC4 (TIALN),FAB0203282,2897,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,2,SA1 (BRIGHT),FAB0203266,2780,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,2,SA3 (TIN),FAB0203269,3198,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,2,SB1 (BRIGHT),FAB0203273,3187,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,2,SB3 (TIN),FAB0203277,3660,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,2,SC4 (TIALN),FAB0203284,2897,,
27,TOTEM Silver Cut,IS 6175,mixed,M12,metric,1.5,SA1 (BRIGHT),FAB0200865,2371,,
27,TOTEM Silver Cut,IS 6175,mixed,M12,metric,1.5,SA3 (TIN),FAB0200867,2720,,
27,TOTEM Silver Cut,IS 6175,mixed,M12,metric,1.5,SB1 (BRIGHT),FAB0200868,2714,,
27,TOTEM Silver Cut,IS 6175,mixed,M12,metric,1.5,SB3 (TIN),FAB0200870,3123,,
27,TOTEM Silver Cut,IS 6175,mixed,M12,metric,1.5,SC4 (TIALN),FAB0200864,2466,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,1.5,SA1 (BRIGHT),FAB0200886,2780,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,1.5,SA3 (TIN),FAB0200888,3198,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,1.5,SB1 (BRIGHT),FAB0200889,3187,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,1.5,SB3 (TIN),FAB0200891,3660,,
27,TOTEM Silver Cut,IS 6175,mixed,M14,metric,1.5,SC4 (TIALN),FAB0200885,2897,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,1.5,SA1 (BRIGHT),FAB0203265,2780,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,1.5,SA3 (TIN),FAB0203268,3198,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,1.5,SB1 (BRIGHT),FAB0203272,3187,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,1.5,SB3 (TIN),FAB0203276,3660,,
27,TOTEM Silver Cut,IS 6175,mixed,M16,metric,1.5,SC4 (TIALN),FAB0203283,2897,,
28,TOTEM Silver Cut,,BSP,"1/8""",inch,28,SA3 (TIN),FAB0209120,1760,,
28,TOTEM Silver Cut,,BSP,"1/8""",inch,28,SB3 (TIN),FAB0205834,1701,,
28,TOTEM Silver Cut,,BSP,"1/8""",inch,28,SC4 (TIALN),FAB0209213,1652,,
28,TOTEM Silver Cut,,BSP,"1/4""",inch,19,SA3 (TIN),FAB0209121,2643,,
28,TOTEM Silver Cut,,BSP,"1/4""",inch,19,SB3 (TIN),FAB0206479,1755,,
28,TOTEM Silver Cut,,BSP,"1/4""",inch,19,SC4 (TIALN),FAB0207904,2482,,
28,TOTEM Silver Cut,,BSP,"3/8""",inch,19,SA3 (TIN),FAB0209122,4101,,
28,TOTEM Silver Cut,,BSP,"3/8""",inch,19,SB3 (TIN),FAB0206480,2128,,
28,TOTEM Silver Cut,,BSP,"3/8""",inch,19,SC4 (TIALN),FAB0207905,3851,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1/2""",inch,14,SA3 (TIN),FAB0209123,6029,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1/2""",inch,14,SB3 (TIN),FAB0206481,3251,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1/2""",inch,14,SC4 (TIALN),FAB0209235,5661,,
28,TOTEM Silver Cut,DIN 5156,BSP,"3/4""",inch,14,SA3 (TIN),FAB0209124,9034,,
28,TOTEM Silver Cut,DIN 5156,BSP,"3/4""",inch,14,SB3 (TIN),FAB0206482,5517,,
28,TOTEM Silver Cut,DIN 5156,BSP,"3/4""",inch,14,SC4 (TIALN),FAB0209236,8484,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1""",inch,11,SA3 (TIN),FAB0209125,13446,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1""",inch,11,SB3 (TIN),FAB0208795,8935,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1""",inch,11,SC4 (TIALN),FAB0209237,12627,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1/8""",inch,27,SA3 (TIN),FAB0208814,2670,,
28,TOTEM Silver Cut,DIN 5156,BSP,"1/4""",inch,18,SA3 (TIN),FAB0208815,4406,,
28,TOTEM Silver Cut,DIN 5156,BSP,"3/8""",inch,18,SA3 (TIN),FAB0208816,6025,,
28,TOTEM Silver Cut,DIN 374,BSP,"1/2""",inch,14,SA3 (TIN),FAB0208817,8805,,
28,TOTEM Silver Cut,DIN 374,BSP,"3/4""",inch,14,SA3 (TIN),FAB0208818,13238,,
28,TOTEM Silver Cut,DIN 374,BSP,"1""",inch,11.5,SA3 (TIN),FAB0208819,20173,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/8,inch,,Standard,,407,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/8,inch,,SF/RS,,423,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/8,inch,,SPPT,,491,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSP,1/8,inch,,Standard,,671,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSPT,1/8,inch,,Standard,,914,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,NPT,1/8,inch,,Standard,,939,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/32,inch,,Standard,,407,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/32,inch,,SF/RS,,423,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/32,inch,,SPPT,,491,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/16,inch,,Standard,,407,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/16,inch,,SF/RS,,447,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/16,inch,,SPPT,,518,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/32,inch,,Standard,,461,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/32,inch,,SF/RS,,483,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/32,inch,,SPPT,,544,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/4,inch,,Standard,,423,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/4,inch,,SF/RS,,447,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/4,inch,,SPPT,,511,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,1/4,inch,,Standard,,423,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,1/4,inch,,SF/RS,,447,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,1/4,inch,,SPPT,,518,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSP,1/4,inch,,Standard,,1023,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSPT,1/4,inch,,Standard,,1595,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,NPT,1/4,inch,,Standard,,1635,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/16,inch,,Standard,,480,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/16,inch,,SF/RS,,519,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,5/16,inch,,SPPT,,599,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,5/16,inch,,Standard,,480,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,5/16,inch,,SF/RS,,519,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,5/16,inch,,SPPT,,599,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/8,inch,,Standard,,585,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/8,inch,,SF/RS,,630,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,3/8,inch,,SPPT,,718,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,3/8,inch,,Standard,,585,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,3/8,inch,,SF/RS,,630,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,3/8,inch,,SPPT,,718,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSP,3/8,inch,,Standard,,1501,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSPT,3/8,inch,,Standard,,2049,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,NPT,3/8,inch,,Standard,,2080,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/16,inch,,Standard,,747,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/16,inch,,SF/RS,,813,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,7/16,inch,,SPPT,,928,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,7/16,inch,,Standard,,747,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,7/16,inch,,SF/RS,,813,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,UNF/UNC,7/16,inch,,SPPT,,928,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/2,inch,,Standard,,954,,
3,HSS Hand / Short Machine / Long Shank,BS-949 / ANSI,BSW/BSF,1/2,inch,,SF/RS,,1000,,
