page_no,series,standard,thread_form,size,size_system,pitch_or_tpi,grade,edp_code,price_per_piece,moq_flag,source_note
16,TOTEM Silver Cut,DIN 376,metric,M36,metric,4,SB4 (TIALN),FAB0208316,18677,,
16,TOTEM Silver Cut,DIN 376,metric,M36,metric,4,SBF3 (TIN),FAB0208317,18968,,
16,TOTEM Silver Cut,DIN 376,metric,M36,metric,4,SBF5 (TICN),FAB0208318,19611,,
16,TOTEM Silver Cut,DIN 376,metric,MF8,metric,1,SB1 (BRIGHT),FAB0204355,1419,,
16,TOTEM Silver Cut,DIN 376,metric,MF8,metric,1,SB3 (TIN),FAB0203297,1616,,
16,TOTEM Silver Cut,DIN 376,metric,MF8,metric,1,SB4 (TIALN),FAB0204376,1687,,
16,TOTEM Silver Cut,DIN 376,metric,MF8,metric,1,SBF3 (TIN),FAB0204565,1678,,
16,TOTEM Silver Cut,DIN 376,metric,MF8,metric,1,SBF5 (TICN),FAB0204387,1751,,
16,TOTEM Silver Cut,DIN 376,metric,MF10,metric,1.25,SB1 (BRIGHT),FAB0204356,1618,,
16,TOTEM Silver Cut,DIN 376,metric,MF10,metric,1.25,SB3 (TIN),FAB0204366,1844,,
16,TOTEM Silver Cut,DIN 376,metric,MF10,metric,1.25,SB4 (TIALN),FAB0204377,1926,,
16,TOTEM Silver Cut,DIN 376,metric,MF10,metric,1.25,SBF3 (TIN),FAB0204566,1914,,
16,TOTEM Silver Cut,DIN 376,metric,MF10,metric,1.25,SBF5 (TICN),FAB0204388,2000,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.25,SB1 (BRIGHT),FAB0204359,2248,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.25,SB3 (TIN),FAB0204369,2566,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.25,SB4 (TIALN),FAB0204380,2676,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.25,SBF3 (TIN),FAB0204567,2663,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.25,SBF5 (TICN),FAB0204391,2778,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.5,SB1 (BRIGHT),FAB0204358,2248,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.5,SB3 (TIN),FAB0204368,2566,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.5,SB4 (TIALN),FAB0204379,2676,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.5,SBF3 (TIN),FAB0204568,2663,,
16,TOTEM Silver Cut,DIN 376,metric,MF12,metric,1.5,SBF5 (TICN),FAB0204390,2778,,
16,TOTEM Silver Cut,DIN 376,metric,MF14,metric,1.5,SB1 (BRIGHT),FAB0204360,3070,,
16,TOTEM Silver Cut,DIN 376,metric,MF14,metric,1.5,SB3 (TIN),FAB0204370,3500,,
16,TOTEM Silver Cut,DIN 376,metric,MF14,metric,1.5,SB4 (TIALN),FAB0204381,3655,,
16,TOTEM Silver Cut,DIN 376,metric,MF14,metric,1.5,SBF3 (TIN),FAB0204569,3632,,
16,TOTEM Silver Cut,DIN 376,metric,MF14,metric,1.5,SBF5 (TICN),FAB0204392,3795,,
16,TOTEM Silver Cut,DIN 376,metric,MF16,metric,1.5,SB1 (BRIGHT),FAB0204362,3235,,
16,TOTEM Silver Cut,DIN 376,metric,MF16,metric,1.5,SB3 (TIN),FAB0204372,3686,,
16,TOTEM Silver Cut,DIN 376,metric,MF16,metric,1.5,SB4 (TIALN),FAB0204383,3848,,
16,TOTEM Silver Cut,DIN 376,metric,MF16,metric,1.5,SBF3 (TIN),FAB0204570,3825,,
16,TOTEM Silver Cut,DIN 376,metric,MF16,metric,1.5,SBF5 (TICN),FAB0204394,3993,,
16,TOTEM Silver Cut,DIN 376,metric,M18,metric,1.5,SB1 (BRIGHT),FAB0204363,4305,,
16,TOTEM Silver Cut,DIN 376,metric,M18,metric,1.5,SB3 (TIN),FAB0204373,4718,,
16,TOTEM Silver Cut,DIN 376,metric,M18,metric,1.5,SB4 (TIALN),FAB0204384,4925,,
16,TOTEM Silver Cut,DIN 376,metric,M18,metric,1.5,SBF3 (TIN),FAB0204912,4896,,
16,TOTEM Silver Cut,DIN 376,metric,M18,metric,1.5,SBF5 (TICN),FAB0204395,5111,,
16,TOTEM Silver Cut,DIN 374,metric,M20,metric,1.5,SB1 (BRIGHT),FAB0204364,6818,,
16,TOTEM Silver Cut,DIN 374,metric,M20,metric,1.5,SB3 (TIN),FAB0204374,7230,,
16,TOTEM Silver Cut,DIN 374,metric,M20,metric,1.5,SB4 (TIALN),FAB0204385,7437,,
16,TOTEM Silver Cut,DIN 374,metric,M20,metric,1.5,SBF3 (TIN),FAB0204913,7503,,
16,TOTEM Silver Cut,DIN 374,metric,M20,metric,1.5,SBF5 (TICN),FAB0204396,7718,,
16,TOTEM Silver Cut,DIN 374,metric,M22,metric,1.5,SB1 (BRIGHT),FAB0204826,8242,,
16,TOTEM Silver Cut,DIN 374,metric,M22,metric,1.5,SB3 (TIN),FAB0204852,8742,,
16,TOTEM Silver Cut,DIN 374,metric,M22,metric,1.5,SB4 (TIALN),FAB0204871,8908,,
16,TOTEM Silver Cut,DIN 374,metric,M22,metric,1.5,SBF3 (TIN),FAB0204914,9090,,
16,TOTEM Silver Cut,DIN 374,metric,M22,metric,1.5,SBF5 (TICN),FAB0205027,9353,,
16,TOTEM Silver Cut,DIN 374,metric,M24,metric,1.5,SB1 (BRIGHT),FAB0204827,8719,,
16,TOTEM Silver Cut,DIN 374,metric,M24,metric,1.5,SB3 (TIN),FAB0204853,9218,,
16,TOTEM Silver Cut,DIN 374,metric,M24,metric,1.5,SB4 (TIALN),FAB0204872,9384,,
16,TOTEM Silver Cut,DIN 374,metric,M24,metric,1.5,SBF3 (TIN),FAB0204915,9587,,
16,TOTEM Silver Cut,DIN 374,metric,M24,metric,1.5,SBF5 (TICN),FAB0205028,9854,,
16,TOTEM Silver Cut,DIN 374,metric,M27,metric,1.5,SB1 (BRIGHT),FAB0208319,13749,,
16,TOTEM Silver Cut,DIN 374,metric,M27,metric,1.5,SB3 (TIN),FAB0208320,14247,,
16,TOTEM Silver Cut,DIN 374,metric,M27,metric,1.5,SB4 (TIALN),FAB0208321,14414,,
16,TOTEM Silver Cut,DIN 374,metric,M27,metric,1.5,SBF3 (TIN),FAB0208322,14818,,
16,TOTEM Silver Cut,DIN 374,metric,M27,metric,1.5,SBF5 (TICN),FAB0208323,15135,,
16,TOTEM Silver Cut,DIN 374,metric,M30,metric,1.5,SB1 (BRIGHT),FAB0208324,14640,,
16,TOTEM Silver Cut,DIN 374,metric,M30,metric,1.5,SB3 (TIN),FAB0208325,15138,,
16,TOTEM Silver Cut,DIN 374,metric,M30,metric,1.5,SB4 (TIALN),FAB0208326,15305,,
16,TOTEM Silver Cut,DIN 374,metric,M30,metric,1.5,SBF3 (TIN),FAB0208327,15744,,
16,TOTEM Silver Cut,DIN 374,metric,M30,metric,1.5,SBF5 (TICN),FAB0208328,16070,,
16,TOTEM Silver Cut,DIN 374,metric,M33,metric,1.5,SB1 (BRIGHT),FAB0208329,19232,,
16,TOTEM Silver Cut,DIN 374,metric,M33,metric,1.5,SB3 (TIN),FAB0208330,19961,,
16,TOTEM Silver Cut,DIN 374,metric,M33,metric,1.5,SB4 (TIALN),FAB0208331,20398,,
16,TOTEM Silver Cut,DIN 374,metric,M33,metric,1.5,SBF3 (TIN),FAB0208332,20759,,
16,TOTEM Silver Cut,DIN 374,metric,M33,metric,1.5,SBF5 (TICN),FAB0208333,21418,,
16,TOTEM Silver Cut,DIN 374,metric,M36,metric,1.5,SB1 (BRIGHT),FAB0208334,21524,,
16,TOTEM Silver Cut,DIN 374,metric,M36,metric,1.5,SB3 (TIN),FAB0208335,22252,,
16,TOTEM Silver Cut,DIN 374,metric,M36,metric,1.5,SB4 (TIALN),FAB0208336,22690,,
16,TOTEM Silver Cut,DIN 374,metric,M36,metric,1.5,SBF3 (TIN),FAB0208337,23142,,
16,TOTEM Silver Cut,DIN 374,metric,M36,metric,1.5,SBF5 (TICN),FAB0208338,23824,,
17,TOTEM Silver Cut,,metric,M3,metric,0.5,SB1 (BRIGHT),FAB0200649,743,,
17,TOTEM Silver Cut,,metric,M3,metric,0.5,SB3 (TIN),FAB0200650,855,,
17,TOTEM Silver Cut,,metric,M3,metric,0.5,SB4 (TIALN),FAB0203145,882,,
17,TOTEM Silver Cut,,metric,M3,metric,0.5,SBF3 (TIN),FAB0204636,887,,
17,TOTEM Silver Cut,,metric,M3,metric,0.5,SBF5 (TICN),FAB0203158,916,,
17,TOTEM Silver Cut,,metric,M4,metric,0.7,SB1 (BRIGHT),FAB0200663,743,,
17,TOTEM Silver Cut,,metric,M4,metric,0.7,SB3 (TIN),FAB0200665,855,,
17,TOTEM Silver Cut,,metric,M4,metric,0.7,SB4 (TIALN),FAB0200666,882,,
17,TOTEM Silver Cut,,metric,M4,metric,0.7,SBF3 (TIN),FAB0204637,887,,
17,TOTEM Silver Cut,,metric,M4,metric,0.7,SBF5 (TICN),FAB0203159,916,,
17,TOTEM Silver Cut,,metric,M5,metric,0.8,SB1 (BRIGHT),FAB0200674,777,,
17,TOTEM Silver Cut,,metric,M5,metric,0.8,SB3 (TIN),FAB0200676,894,,
17,TOTEM Silver Cut,,metric,M5,metric,0.8,SB4 (TIALN),FAB0200677,926,,
17,TOTEM Silver Cut,,metric,M5,metric,0.8,SBF3 (TIN),FAB0204638,930,,
17,TOTEM Silver Cut,,metric,M5,metric,0.8,SBF5 (TICN),FAB0203160,961,,
17,TOTEM Silver Cut,IS 6175,metric,M6,metric,1,SB1 (BRIGHT),FAB0200686,777,,
17,TOTEM Silver Cut,IS 6175,metric,M6,metric,1,SB3 (TIN),FAB0200688,894,,
17,TOTEM Silver Cut,IS 6175,metric,M6,metric,1,SB4 (TIALN),FAB0200689,926,,
17,TOTEM Silver Cut,IS 6175,metric,M6,metric,1,SBF3 (TIN),FAB0204639,930,,
17,TOTEM Silver Cut,IS 6175,metric,M6,metric,1,SBF5 (TICN),FAB0203161,961,,
17,TOTEM Silver Cut,IS 6175,metric,M7,metric,1,SB1 (BRIGHT),FAB0203135,870,,
17,TOTEM Silver Cut,IS 6175,metric,M7,metric,1,SB3 (TIN),FAB0203143,1000,,
17,TOTEM Silver Cut,IS 6175,metric,M7,metric,1,SB4 (TIALN),FAB0203147,1036,,
17,TOTEM Silver Cut,IS 6175,metric,M7,metric,1,SBF3 (TIN),FAB0205428,1040,,
17,TOTEM Silver Cut,IS 6175,metric,M7,metric,1,SBF5 (TICN),FAB0205432,1074,,
17,TOTEM Silver Cut,IS 6175,metric,M8,metric,1.25,SB1 (BRIGHT),FAB0200698,870,,
17,TOTEM Silver Cut,IS 6175,metric,M8,metric,1.25,SB3 (TIN),FAB0200700,1000,,
17,TOTEM Silver Cut,IS 6175,metric,M8,metric,1.25,SB4 (TIALN),FAB0200701,1036,,
17,TOTEM Silver Cut,IS 6175,metric,M8,metric,1.25,SBF3 (TIN),FAB0204640,1040,,
17,TOTEM Silver Cut,IS 6175,metric,M8,metric,1.25,SBF5 (TICN),FAB0203163,1074,,
17,TOTEM Silver Cut,IS 6175,metric,M10,metric,1.5,SB1 (BRIGHT),FAB0200722,1080,,
17,TOTEM Silver Cut,IS 6175,metric,M10,metric,1.5,SB3 (TIN),FAB0200724,1244,,
17,TOTEM Silver Cut,IS 6175,metric,M10,metric,1.5,SB4 (TIALN),FAB0200725,1286,,
17,TOTEM Silver Cut,IS 6175,metric,M10,metric,1.5,SBF3 (TIN),FAB0204641,1289,,
17,TOTEM Silver Cut,IS 6175,metric,M10,metric,1.5,SBF5 (TICN),FAB0203166,1334,,
17,TOTEM Silver Cut,IS 6175,metric,M12,metric,1.75,SB1 (BRIGHT),FAB0200752,1663,,
17,TOTEM Silver Cut,IS 6175,metric,M12,metric,1.75,SB3 (TIN),FAB0200754,1914,,
17,TOTEM Silver Cut,IS 6175,metric,M12,metric,1.75,SB4 (TIALN),FAB0200755,1979,,
17,TOTEM Silver Cut,IS 6175,metric,M12,metric,1.75,SBF3 (TIN),FAB0204642,1988,,
17,TOTEM Silver Cut,IS 6175,metric,M12,metric,1.75,SBF5 (TICN),FAB0203169,2055,,
17,TOTEM Silver Cut,IS 6175,metric,M14,metric,2,SB1 (BRIGHT),FAB0200781,2245,,
17,TOTEM Silver Cut,IS 6175,metric,M14,metric,2,SB3 (TIN),FAB0200782,2583,,
17,TOTEM Silver Cut,IS 6175,metric,M14,metric,2,SB4 (TIALN),FAB0203152,2674,,
17,TOTEM Silver Cut,IS 6175,metric,M14,metric,2,SBF3 (TIN),FAB0204643,2680,,
17,TOTEM Silver Cut,IS 6175,metric,M14,metric,2,SBF5 (TICN),FAB0203171,2775,,
17,TOTEM Silver Cut,IS 6175,metric,M16,metric,2,SB1 (BRIGHT),FAB0200802,2245,,
17,TOTEM Silver Cut,IS 6175,metric,M16,metric,2,SB3 (TIN),FAB0200804,2583,,
17,TOTEM Silver Cut,IS 6175,metric,M16,metric,2,SB4 (TIALN),FAB0203153,2674,,
17,TOTEM Silver Cut,IS 6175,metric,M16,metric,2,SBF3 (TIN),FAB0204644,2680,,
17,TOTEM Silver Cut,IS 6175,metric,M16,metric,2,SBF5 (TICN),FAB0203173,2775,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,2.5,SB1 (BRIGHT),FAB0203139,3077,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,2.5,SB3 (TIN),FAB0202155,3489,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,2.5,SB4 (TIALN),FAB0203155,3695,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,2.5,SBF3 (TIN),FAB0205429,3621,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,2.5,SBF5 (TICN),FAB0205433,3835,,
17,TOTEM Silver Cut,IS 6175,metric,M20,metric,2.5,SB1 (BRIGHT),FAB0203141,4055,,
17,TOTEM Silver Cut,IS 6175,metric,M20,metric,2.5,SB3 (TIN),FAB0200812,4466,,
17,TOTEM Silver Cut,IS 6175,metric,M20,metric,2.5,SB4 (TIALN),FAB0203157,4673,,
17,TOTEM Silver Cut,IS 6175,metric,M20,metric,2.5,SBF3 (TIN),FAB0205430,4634,,
17,TOTEM Silver Cut,IS 6175,metric,M20,metric,2.5,SBF5 (TICN),FAB0203176,4850,,
17,TOTEM Silver Cut,IS 6175,metric,M22,metric,2.5,SB1 (BRIGHT),FAB0208339,4978,,
17,TOTEM Silver Cut,IS 6175,metric,M22,metric,2.5,SB3 (TIN),FAB0202156,5411,,
17,TOTEM Silver Cut,IS 6175,metric,M22,metric,2.5,SB4 (TIALN),FAB0208340,5643,,
17,TOTEM Silver Cut,IS 6175,metric,M22,metric,2.5,SBF3 (TIN),FAB0208341,5628,,
17,TOTEM Silver Cut,IS 6175,metric,M22,metric,2.5,SBF5 (TICN),FAB0208342,5926,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,3,SB1 (BRIGHT),FAB0208343,5545,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,3,SB3 (TIN),FAB0200814,5980,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,3,SB4 (TIALN),FAB0208344,6211,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,3,SBF3 (TIN),FAB0208345,6218,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,3,SBF5 (TICN),FAB0208346,6521,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,3,SB1 (BRIGHT),FAB0208347,7756,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,3,SB3 (TIN),FAB0208348,8206,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,3,SB4 (TIALN),FAB0208349,8422,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,3,SBF3 (TIN),FAB0208350,8534,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,3,SBF5 (TICN),FAB0208351,8842,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,3.5,SB1 (BRIGHT),FAB0208352,11494,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,3.5,SB3 (TIN),FAB0208353,11943,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,3.5,SB4 (TIALN),FAB0208354,12159,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,3.5,SBF3 (TIN),FAB0208355,12420,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,3.5,SBF5 (TICN),FAB0208356,12768,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,3.5,SB1 (BRIGHT),FAB0208357,15263,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,3.5,SB3 (TIN),FAB0208358,16022,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,3.5,SB4 (TIALN),FAB0208359,16427,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,3.5,SBF3 (TIN),FAB0208360,16662,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,3.5,SBF5 (TICN),FAB0208361,17249,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,4,SB1 (BRIGHT),FAB0208362,15919,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,4,SB3 (TIN),FAB0208363,16678,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,4,SB4 (TIALN),FAB0208364,17084,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,4,SBF3 (TIN),FAB0208365,17346,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,4,SBF5 (TICN),FAB0208366,17939,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB1 (BRIGHT),FAB0203136,967,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB3 (TIN),FAB0202157,1157,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB4 (TIALN),FAB0203148,1152,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SBF3 (TIN),FAB0204645,1201,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SBF5 (TICN),FAB0203162,1194,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,II,SB1 (BRIGHT),FAB0200711,1253,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,II,SB3 (TIN),FAB0200713,1442,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,II,SB4 (TIALN),FAB0203150,1492,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,II,SBF3 (TIN),FAB0204646,1496,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,II,SBF5 (TICN),FAB0203165,1549,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.25,SB1 (BRIGHT),FAB0200732,1940,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.25,SB3 (TIN),FAB0200733,2231,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.25,SB4 (TIALN),FAB0204653,2307,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.25,SBF3 (TIN),FAB0204647,2316,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.25,SBF5 (TICN),FAB0204654,2394,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.5,SB1 (BRIGHT),FAB0200741,1940,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.5,SB3 (TIN),FAB0200743,2231,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.5,SB4 (TIALN),FAB0200744,2307,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.5,SBF3 (TIN),FAB0204648,2316,,
17,TOTEM Silver Cut,IS 6175,metric,MF12,metric,1.5,SBF5 (TICN),FAB0204731,2394,,
17,TOTEM Silver Cut,IS 6175,metric,MF14,metric,1.5,SB1 (BRIGHT),FAB0200772,2257,,
17,TOTEM Silver Cut,IS 6175,metric,MF14,metric,1.5,SB3 (TIN),FAB0200774,2591,,
17,TOTEM Silver Cut,IS 6175,metric,MF14,metric,1.5,SB4 (TIALN),FAB0203151,2683,,
17,TOTEM Silver Cut,IS 6175,metric,MF14,metric,1.5,SBF3 (TIN),FAB0204649,2690,,
17,TOTEM Silver Cut,IS 6175,metric,MF14,metric,1.5,SBF5 (TICN),FAB0204732,2785,,
17,TOTEM Silver Cut,IS 6175,metric,MF16,metric,1.5,SB1 (BRIGHT),FAB0200791,2257,,
17,TOTEM Silver Cut,IS 6175,metric,MF16,metric,1.5,SB3 (TIN),FAB0200793,2591,,
17,TOTEM Silver Cut,IS 6175,metric,MF16,metric,1.5,SB4 (TIALN),FAB0200794,2683,,
17,TOTEM Silver Cut,IS 6175,metric,MF16,metric,1.5,SBF3 (TIN),FAB0204650,2690,,
17,TOTEM Silver Cut,IS 6175,metric,MF16,metric,1.5,SBF5 (TICN),FAB0204733,2785,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,1.5,SB1 (BRIGHT),FAB0203138,4057,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,1.5,SB3 (TIN),FAB0203144,4469,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,1.5,SB4 (TIALN),FAB0203154,4676,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,1.5,SBF3 (TIN),FAB0205478,4638,,
17,TOTEM Silver Cut,IS 6175,metric,M18,metric,1.5,SBF5 (TICN),FAB0203174,4853,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB1 (BRIGHT),FAB0203140,5119,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB3 (TIN),FAB0200808,5531,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SB4 (TIALN),FAB0203156,5738,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SBF3 (TIN),FAB0205479,5741,,
17,TOTEM Silver Cut,IS 6175,metric,IS,inch,6175,SBF5 (TICN),FAB0203175,5954,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,III,SB1 (BRIGHT),FAB0208367,7632,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,III,SB3 (TIN),FAB0207577,8065,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,III,SB4 (TIALN),FAB0208368,8297,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,III,SBF3 (TIN),FAB0208369,8389,,
17,TOTEM Silver Cut,IS 6175,metric,Part,inch,III,SBF5 (TICN),FAB0208370,8712,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,1.5,SB1 (BRIGHT),FAB0208371,7927,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,1.5,SB3 (TIN),FAB0207578,8360,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,1.5,SB4 (TIALN),FAB0208372,8592,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,1.5,SBF3 (TIN),FAB0206744,8693,,
17,TOTEM Silver Cut,IS 6175,metric,M24,metric,1.5,SBF5 (TICN),FAB0208373,9022,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,1.5,SB1 (BRIGHT),FAB0208374,12730,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,1.5,SB3 (TIN),FAB0207580,13180,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,1.5,SB4 (TIALN),FAB0208375,13396,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,1.5,SBF3 (TIN),FAB0208376,13707,,
17,TOTEM Silver Cut,IS 6175,metric,M27,metric,1.5,SBF5 (TICN),FAB0208377,14066,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,1.5,SB1 (BRIGHT),FAB0208378,13309,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,1.5,SB3 (TIN),FAB0207581,14363,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,1.5,SB4 (TIALN),FAB0208379,13974,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,1.5,SBF3 (TIN),FAB0208380,14938,,
17,TOTEM Silver Cut,IS 6175,metric,M30,metric,1.5,SBF5 (TICN),FAB0208381,14673,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,1.5,SB1 (BRIGHT),FAB0208382,17483,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,1.5,SB3 (TIN),FAB0208383,17933,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,1.5,SB4 (TIALN),FAB0208384,18649,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,1.5,SBF3 (TIN),FAB0208385,18651,,
17,TOTEM Silver Cut,IS 6175,metric,M33,metric,1.5,SBF5 (TICN),FAB0208386,19582,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,1.5,SB1 (BRIGHT),FAB0208387,19568,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,1.5,SB3 (TIN),FAB0208388,20296,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,1.5,SB4 (TIALN),FAB0208389,20733,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,1.5,SBF3 (TIN),FAB0208390,21107,,
17,TOTEM Silver Cut,IS 6175,metric,M36,metric,1.5,SBF5 (TICN),FAB0208391,21770,,
18,TOTEM Silver Cut,,UNF/UNC,M3,metric,0.5,SBU3 (TIN),FAB0208044,864,,
18,TOTEM Silver Cut,,UNF/UNC,M3,metric,0.5,SBU5 (TICN),FAB0208059,901,,
18,TOTEM Silver Cut,,UNF/UNC,M3,metric,0.5,SBF5 P3 (TICN),FAB0209006,934,,
18,TOTEM Silver Cut,,UNF/UNC,M4,metric,0.7,SBU3 (TIN),FAB0207885,864,,
18,TOTEM Silver Cut,,UNF/UNC,M4,metric,0.7,SBU5 (TICN),FAB0208060,901,,
18,TOTEM Silver Cut,,UNF/UNC,M4,metric,0.7,SBF5 P3 (TICN),FAB0209007,934,,
18,TOTEM Silver Cut,,UNF/UNC,M5,metric,0.8,SBU3 (TIN),FAB0208045,905,,
18,TOTEM Silver Cut,,UNF/UNC,M5,metric,0.8,SBU5 (TICN),FAB0208061,945,,
18,TOTEM Silver Cut,,UNF/UNC,M5,metric,0.8,SBF5 P3 (TICN),FAB0209008,979,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M6,metric,1,SBU3 (TIN),FAB0208046,905,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M6,metric,1,SBU5 (TICN),FAB0208062,945,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M6,metric,1,SBF5 P3 (TICN),FAB0209009,979,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M8,metric,1.25,SBU3 (TIN),FAB0208047,1013,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M8,metric,1.25,SBU5 (TICN),FAB0208063,1058,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M8,metric,1.25,SBF5 P3 (TICN),FAB0208758,1098,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M10,metric,1.5,SBU3 (TIN),FAB0208048,1254,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M10,metric,1.5,SBU5 (TICN),FAB0206986,1311,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M10,metric,1.5,SBF5 P3 (TICN),FAB0209010,1361,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M12,metric,1.75,SBU3 (TIN),FAB0208049,2614,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M12,metric,1.75,SBU5 (TICN),FAB0206993,2728,,
18,TOTEM Silver Cut,DIN 371,UNF/UNC,M12,metric,1.75,SBF5 P3 (TICN),FAB0209011,2833,,
