stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
HSS TAP 3.5 X .6 TPR TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.5 X 0.60,Standard,,verified,
"HSS TAP 3/16"" BSF BOT TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,3/16,Standard,,verified,
"HSS TAP 3/16"" BSF SET TOTEM",1221.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,3,BSW/BSF,3/16,Standard,,review,
"HSS TAP 3/16"" BSW BOT TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,3/16,Standard,,verified,
"HSS TAP 3/16"" BSW SEC TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,3/16,Standard,,verified,
"HSS TAP 3/16"" BSW SET TOTEM",1221.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,3,BSW/BSF,3/16,Standard,,verified,
"HSS TAP 3/16"" BSW TPR TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,3/16,Standard,,verified,
HSS TAP 3/4 BSP PAIR TOTEM,6742.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.00,2,BSP,3/4,Standard,,review,
"HSS TAP 3/4"" BSF SET TOTEM",6285.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,3,BSW/BSF,3/4,Standard,,review,
"HSS TAP 3/4"" BSP BOT TOTEM",3371.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.00,1,BSP,3/4,Standard,,verified,
"HSS TAP 3/4"" BSP PAIR TOTEM",6742.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.00,2,BSP,3/4,Standard,,verified,
"HSS TAP 3/4"" BSP TPR TOTEM",3371.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.00,1,BSP,3/4,Standard,,verified,
"HSS TAP 3/4"" BSPT BOT TOTEM",4528.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.00,1,BSPT,3/4,Standard,,review,"invoice rate 4,981.00 != list 4,528.00"
"HSS TAP 3/4"" BSPT PAIR TOTEM",9056.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.00,2,BSPT,3/4,Standard,,verified,
"HSS TAP 3/4"" BSPT TPR TOTEM",4528.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.00,1,BSPT,3/4,Standard,,review,
"HSS TAP 3/4"" BSW BOT TOTEM",2095.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,BSW/BSF,3/4,Standard,,verified,
"HSS TAP 3/4"" BSW SEC TOTEM",2095.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,BSW/BSF,3/4,Standard,,verified,
"HSS TAP 3/4"" BSW SET TOTEM",6285.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,3,BSW/BSF,3/4,Standard,,verified,
"HSS TAP 3/4"" BSW SF SET TOTEM",6603.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2201.00,3,BSW/BSF,3/4,SF/RS,,verified,
"HSS TAP 3/4"" BSW TPR TOTEM",2095.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,BSW/BSF,3/4,Standard,,review,
"HSS TAP 3/4"" NPT BOT TOTEM",4619.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.00,1,NPT,3/4,Standard,,verified,
"HSS TAP 3/4"" NPT PAIR TOTEM",9238.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.00,2,NPT,3/4,Standard,,verified,
"HSS TAP 3/4"" NPT TPR TOTEM",4619.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.00,1,NPT,3/4,Standard,,verified,
"HSS TAP 3/4"" UNC BOT TOTEM",2095.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,UNF/UNC,3/4,Standard,,verified,
"HSS TAP 3/4"" UNC SEC TOTEM",2095.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,UNF/UNC,3/4,Standard,,review,
"HSS TAP 3/4"" UNC SET TOTEM",6285.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,3,UNF/UNC,3/4,Standard,,verified,
"HSS TAP 3/4"" UNC TPR TOTEM",2095.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,UNF/UNC,3/4,Standard,,review,
"HSS TAP 3/4"" UNF BOT TOTEM",2095.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,UNF/UNC,3/4,Standard,,verified,
"HSS TAP 3/4"" UNF SEC TOTEM",2095.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,1,UNF/UNC,3/4,Standard,,verified,
"HSS TAP 3/4"" UNF SET TOTEM",6285.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.00,3,UNF/UNC,3/4,Standard,,verified,
"HSS TAP 3/8"" BSB BOT TOTEM",706.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,706.00,1,BSB,3/8,Standard,,verified,
"HSS TAP 3/8"" BSF BOT TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" BSF SET TOTEM",1755.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,3,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" BSF TPR TOTEM",585.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,BSW/BSF,3/8,Standard,,review,
"HSS TAP 3/8"" BSP BOT TOTEM",1501.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.00,1,BSP,3/8,Standard,,verified,
"HSS TAP 3/8"" BSP PAIR TOTEM",3002.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.00,2,BSP,3/8,Standard,,verified,
"HSS TAP 3/8"" BSP TPR TOTEM",1501.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.00,1,BSP,3/8,Standard,,verified,
"HSS TAP 3/8"" BSPT BOT TOTEM",2049.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.00,1,BSPT,3/8,Standard,,verified,
"HSS TAP 3/8"" BSPT PAIR TOTEM",4098.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.00,2,BSPT,3/8,Standard,,verified,
"HSS TAP 3/8"" BSPT TPR TOTEM",2049.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.00,1,BSPT,3/8,Standard,,review,
"HSS TAP 3/8"" BSW BOT TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" BSW SEC TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" BSW SET TOTEM",1755.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,3,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" BSW TPR TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,BSW/BSF,3/8,Standard,,verified,
"HSS TAP 3/8"" NPT BOT TOTEM",2080.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.00,1,NPT,3/8,Standard,,review,"invoice rate 2,288.00 != list 2,080.00"
"HSS TAP 3/8"" NPT PAIR TOTEM",4160.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.00,2,NPT,3/8,Standard,,verified,
"HSS TAP 3/8"" NPT TPR TOTEM",2080.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.00,1,NPT,3/8,Standard,,review,
"HSS TAP 3/8"" UNC BOT TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNC SEC TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNC SET TOTEM",1755.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,3,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNC SF SET TOTEM",1890.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,630.00,3,UNF/UNC,3/8,SF/RS,,review,
"HSS TAP 3/8"" UNC TPR TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNF BOT TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNF SEC TOTEM",585.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,review,
"HSS TAP 3/8"" UNF SET TOTEM",1755.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,3,UNF/UNC,3/8,Standard,,verified,
"HSS TAP 3/8"" UNF TPR TOTEM",585.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,verified,
HSS TAP 30  X 3.5 SF SET TOTEM,16905.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5635.00,3,Metric Coarse,30.0 X 3.50,SF/RS,,review,"invoice rate 11,834.00 != list 16,905.00"
HSS TAP 30 X 1.5 BOT TOTEM,6002.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.00,1,Metric Coarse,30.0 X 1.50/2.00,Standard,,verified,
HSS TAP 30 X 1.5 PAIR TOTEM,12004.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.00,2,Metric Coarse,30.0 X 1.50/2.00,Standard,,review,
HSS TAP 30 X 1.5 TPR TOTEM,6002.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.00,1,Metric Coarse,30.0 X 1.50/2.00,Standard,,verified,
HSS TAP 30 X 3.5 BOT TOTEM,5360.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.00,1,Metric Coarse,30.0 X 3.50,Standard,,verified,
HSS TAP 30 X 3.5 GOLD TOTEM,6012.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,6012.00,1,Metric Coarse,30.0 X 3.50,STD GOLD,,review,"invoice rate 2,835.00 != list 6,012.00"
HSS TAP 30 X 3.5 SEC TOTEM,5360.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.00,1,Metric Coarse,30.0 X 3.50,Standard,,verified,
HSS TAP 30 X 3.5 SET TOTEM,16080.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.00,3,Metric Coarse,30.0 X 3.50,Standard,,verified,
HSS TAP 30 X 3.5 TPR TOTEM,5360.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.00,1,Metric Coarse,30.0 X 3.50,Standard,,verified,
HSS TAP 33 X 1.5 BOT TOTEM,7328.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.00,1,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,review,"invoice rate 8,501.00 != list 7,328.00"
HSS TAP 33 X 1.5 PAIR TOTEM,14656.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.00,2,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,review,
HSS TAP 33 X 1.5 TPR TOTEM,7328.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.00,1,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,verified,
HSS TAP 33 X 3.5 BOT TOTEM,6532.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.00,1,Metric Coarse,33.0 X 3.50,Standard,,verified,
HSS TAP 33 X 3.5 SEC TOTEM,6532.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.00,1,Metric Coarse,33.0 X 3.50,Standard,,verified,
HSS TAP 33 X 3.5 SET TOTEM,19596.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.00,3,Metric Coarse,33.0 X 3.50,Standard,,verified,
HSS TAP 33 X 3.5 TPR TOTEM,6532.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.00,1,Metric Coarse,33.0 X 3.50,Standard,,verified,
HSS TAP 36 X 1.5 BOT TOTEM,10167.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.00,1,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,verified,
HSS TAP 36 X 1.5 PAIR TOTEM,20334.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.00,2,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,review,
HSS TAP 36 X 1.5 TPR TOTEM,10167.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.00,1,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,review,
HSS TAP 36 X 4 BOT TOTEM,9089.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.00,1,Metric Coarse,36.0 X 4.00,Standard,,verified,
HSS TAP 36 X 4 SEC TOTEM,9089.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.00,1,Metric Coarse,36.0 X 4.00,Standard,,verified,
HSS TAP 36 X 4 SET TOTEM,27267.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.00,3,Metric Coarse,36.0 X 4.00,Standard,,verified,
HSS TAP 36 X 4 TPR TOTEM,9089.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.00,1,Metric Coarse,36.0 X 4.00,Standard,,verified,
HSS TAP 39 X 1.5 TPR TOTEM,12672.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,12672.00,1,Metric Coarse,39.0 X 1.50/2.00/3.00,Standard,,review,
HSS TAP 39 X 4 BOT TOTEM,10680.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.00,1,Metric Coarse,39.0 X 4.00,Standard,,verified,
HSS TAP 39 X 4 SEC TOTEM,10680.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.00,1,Metric Coarse,39.0 X 4.00,Standard,,review,
HSS TAP 39 X 4 SET TOTEM,32040.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.00,3,Metric Coarse,39.0 X 4.00,Standard,,verified,
HSS TAP 39 X 4 TPR TOTEM,10680.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.00,1,Metric Coarse,39.0 X 4.00,Standard,,verified,
HSS TAP 4 UNC BOT TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,4,Standard,,verified,
HSS TAP 4 UNC SET TOTEM,1383.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,4,Standard,,verified,
HSS TAP 4 UNF SET TOTEM,1383.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,4,Standard,,review,
HSS TAP 4 X .35 BOT TOTEM,583.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,583.00,1,Metric Coarse,4.0 X 0.35/0.50,Standard,,review,
HSS TAP 4 X .35 PAIR TOTEM,1166.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,583.00,2,Metric Coarse,4.0 X 0.35/0.50,Standard,,verified,
HSS TAP 4 X .7 6G SPFL GOLD TOTEM,496.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,1,Metric Coarse,4.0 X 0.70,STD GOLD,,review,invoice rate 293.00 != list 496.00
HSS TAP 4 X .7 6G SPIREX GOLD TOTEM,496.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,1,Metric Coarse,4.0 X 0.70,STD GOLD,,review,invoice rate 267.00 != list 496.00
HSS TAP 4 X .7 BOT TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,verified,
HSS TAP 4 X .7 SEC TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,verified,
HSS TAP 4 X .7 SET GOLD TOTEM,1488.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,3,Metric Coarse,4.0 X 0.70,STD GOLD,,review,"invoice rate 937.00 != list 1,488.00"
HSS TAP 4 X .7 SET TOTEM,1170.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,3,Metric Coarse,4.0 X 0.70,Standard,,verified,
HSS TAP 4 X .7 SET XL GOLD TOTEM,1488.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,3,Metric Coarse,4.0 X 0.70,STD GOLD,,review,
HSS TAP 4 X .7 SF SET TOTEM,1269.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,423.00,3,Metric Coarse,4.0 X 0.70,SF/RS,,verified,
HSS TAP 4 X .7 SPPT GOLD TOTEM,592.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,592.00,1,Metric Coarse,4.0 X 0.70,SPPT GOLD,,review,invoice rate 285.00 != list 592.00
HSS TAP 4 X .7 SPPT TOTEM,491.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.00,1,Metric Coarse,4.0 X 0.70,SPPT,,verified,
HSS TAP 4 X .7 TPR TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,verified,
HSS TAP 4 X .75 BOT TOTEM,531.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.00,1,Metric Coarse,4.0 X 0.75,Standard,,review,invoice rate 302.67 != list 531.00
HSS TAP 4 X .75 PAIR TOTEM,1062.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.00,2,Metric Coarse,4.0 X 0.75,Standard,,review,
HSS TAP 4 X .75 SET TOTEM,1593.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.00,3,Metric Coarse,4.0 X 0.75,Standard,,review,
HSS TAP 4.5 X .75 BOT TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,4.5 X 0.75,Standard,,verified,
HSS TAP 4.5 X .75 SEC TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,4.5 X 0.75,Standard,,verified,
HSS TAP 4.5 X .75 SET TOTEM,1257.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,3,Metric Coarse,4.5 X 0.75,Standard,,review,
HSS TAP 42 X 1.5 BOT TOTEM,14077.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,14077.00,1,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,,verified,
HSS TAP 42 X 1.5 TPR TOTEM,14077.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,14077.00,1,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,,review,
HSS TAP 42 X 4.5 BOT TOTEM,12442.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.00,1,Metric Coarse,42.0 X 4.50,Standard,,verified,
HSS TAP 42 X 4.5 SEC TOTEM,12442.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.00,1,Metric Coarse,42.0 X 4.50,Standard,,verified,
HSS TAP 42 X 4.5 SET TOTEM,37326.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.00,3,Metric Coarse,42.0 X 4.50,Standard,,verified,
HSS TAP 42 X 4.5 TPR TOTEM,12442.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.00,1,Metric Coarse,42.0 X 4.50,Standard,,verified,
HSS TAP 45 X 1.5 BOT TOTEM,19505.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.00,1,Metric Coarse,45.0 X 1.50/3.00,Standard,,verified,
HSS TAP 45 X 1.5 PAIR TOTEM,39010.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.00,2,Metric Coarse,45.0 X 1.50/3.00,Standard,,review,
HSS TAP 45 X 1.5 TPR TOTEM,19505.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.00,1,Metric Coarse,45.0 X 1.50/3.00,Standard,,verified,
HSS TAP 45 X 4.5 BOT TOTEM,16752.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.00,1,Metric Coarse,45.0 X 4.50,Standard,,review,"invoice rate 19,433.00 != list 16,752.00"
HSS TAP 45 X 4.5 SEC TOTEM,16752.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.00,1,Metric Coarse,45.0 X 4.50,Standard,,review,
HSS TAP 45 X 4.5 SET TOTEM,50256.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.00,3,Metric Coarse,45.0 X 4.50,Standard,,review,
